OBJECTID,Station_Name,Street_Address,City,State,ZIP,Station_Phone,Groups_With_Access_Code,Access_Days_Time,EV_Level1_EVSE_Num,EV_Level2_EVSE_Num,EV_DC_Fast_Count,Charging_Outlets,EV_Network,Geocode_Status,Latitude,Longitude,Date_Last_Confirmed,ID,Open_Date,EV_Connector_Types,Facility_Type,EV_Pricing
102,Simmons Nissan,1994 Rockford St,Mt. Airy,NC,27030,336-786-8371,Public - Call ahead,Dealership business hours,,1,,1,Non-Networked,200-9,36.480616,-80.616003,2020-06-09 0:00:00,47029,2012-01-31 0:00:00,J1772,CAR_DEALER,Free
103,Ben Mynatt Nissan,629 Jake Alexander Blvd S,Salisbury,NC,28147,704-633-7270,Public - Call ahead,Dealership business hours,,1,1,2,Non-Networked,200-9,35.644549,-80.488272,2020-06-09 0:00:00,47032,2012-01-31 0:00:00,CHADEMO J1772,CAR_DEALER,Free
104,Classic Nissan - Sanford,3305 NC Highway 87 S,Sanford,NC,27332,919-775-2351,Public - Call ahead,Dealership business hours,,1,1,2,Non-Networked,200-9,35.44411,-79.1282,2020-06-09 0:00:00,47034,2012-01-31 0:00:00,CHADEMO J1772,CAR_DEALER,Free
105,Pinehurst Nissan,10910 S US Highway 15-501,Southern Pines,NC,28387,910-684-1010,Public - Call ahead,Dealership business hours,,1,,1,Non-Networked,200-9,35.161067,-79.421191,2020-06-09 0:00:00,47036,2012-01-31 0:00:00,J1772,CAR_DEALER,Free
106,Classic Nissan - Statesville,1244 E Garner Bagnal Blvd,Statesville,NC,28677,704-872-8500,Public - Call ahead,Dealership business hours,,1,,1,Non-Networked,200-9,35.770417,-80.858363,2020-06-09 0:00:00,47038,2012-01-31 0:00:00,J1772,CAR_DEALER,Free
107,Crossroads Nissan - Wake Forest,11120 Capital Blvd,Wake Forest,NC,27587,919-435-5700,Public - Call ahead,Dealership business hours,,1,1,2,Non-Networked,200-8,35.948971,-78.539171,2020-06-09 0:00:00,47040,2012-01-31 0:00:00,CHADEMO J1772,CAR_DEALER,Free
108,Wilkes Nissan,1933 US Highway 421B,Wilkesboro,NC,28697,336-838-3167,Public - Call ahead,Dealership business hours,,1,,1,Non-Networked,200-8,36.149969,-81.202184,2020-06-09 0:00:00,47042,2012-01-31 0:00:00,J1772,CAR_DEALER,Free
109,Capital Nissan - Wilmington,5501 Market St,Wilmington,NC,28405,877-606-5859,Public - Call ahead,Dealership business hours,,1,,1,Non-Networked,200-9,34.24769,-77.865815,2020-06-09 0:00:00,47044,2012-01-31 0:00:00,J1772,CAR_DEALER,Free
110,Lee Nissan,4170 Raleigh Rd Pkwy,Wilson,NC,27896,252-237-4400,Public - Call ahead,Dealership business hours,,1,1,2,Non-Networked,GPS,35.756003,-77.9753,2020-06-09 0:00:00,47046,2012-01-31 0:00:00,CHADEMO J1772,CAR_DEALER,Free
111,Modern Nissan,5795 University Pkwy,Winston-Salem,NC,27105,336-767-8260,Public - Call ahead,Dealership business hours,,1,1,2,Non-Networked,200-9,36.179741,-80.275364,2020-06-09 0:00:00,47048,2012-01-31 0:00:00,CHADEMO J1772,CAR_DEALER,Free
112,Grainger Nissan - Anderson,3510 Clemson Blvd,Anderson,SC,29621,864-328-1188,Public - Call ahead,Dealership business hours,,1,,1,Non-Networked,200-9,34.550557,-82.674669,2020-06-09 0:00:00,47066,2012-01-31 0:00:00,J1772,CAR_DEALER,Free
113,Bob Richards Nissan,5590 Jefferson Davis Hwy,Beech Island,SC,29842,803-489-1111,Public - Call ahead,Dealership business hours,,1,,1,Non-Networked,200-8,33.48633,-81.931813,2020-06-09 0:00:00,47068,2012-01-31 0:00:00,J1772,CAR_DEALER,Free
114,Hudson Nissan,1714 Savannah Hwy,Charleston,SC,29407,843-571-2810,Public - Call ahead,Dealership business hours,,1,,1,Non-Networked,200-9,32.788017,-80.017363,2020-06-09 0:00:00,47070,2012-01-31 0:00:00,J1772,CAR_DEALER,Free
115,Benson Nissan,4676 Calhoun Memorial Hwy,Easley,SC,29640,864-850-6440,Public - Call ahead,Dealership business hours,,1,,1,Non-Networked,GPS,34.8261215,-82.5649691,2020-06-09 0:00:00,47073,2012-01-31 0:00:00,J1772,CAR_DEALER,Free
116,Five Star Nissan - Florence,311 N Cashua Dr,Florence,SC,29501,843-665-8467,Public - Call ahead,Dealership business hours,,1,,1,Non-Networked,200-9,34.187015,-79.812422,2020-06-09 0:00:00,47075,2012-01-31 0:00:00,J1772,CAR_DEALER,Free
117,Crown Nissan - Greenville,2712 Laurens Rd,Greenville,SC,29607,864-254-7700,Public - Call ahead,Dealership business hours,,1,,1,Non-Networked,200-9,34.81781,-82.341027,2020-06-09 0:00:00,47077,2012-01-31 0:00:00,J1772,CAR_DEALER,Free
118,Quality Nissan - Greenwood,1724 Montague Ave Ext,Greenwood,SC,29646,864-223-0586,Public - Call ahead,Dealership business hours,,1,,1,Non-Networked,200-9,34.223185,-82.18908,2020-06-09 0:00:00,47079,2012-01-31 0:00:00,J1772,CAR_DEALER,Free
119,Nissan of Greer,14125 E Wade Hampton Blvd,Greer,SC,29651,864-877-7678,Public - Call ahead,Dealership business hours,,1,,1,Non-Networked,200-9,34.94677,-82.210221,2020-06-09 0:00:00,47081,2012-01-31 0:00:00,J1772,CAR_DEALER,Free
120,Grand Strand Nissan,4701 Highway 501,Myrtle Beach,SC,29579,843-236-2191,Public - Call ahead,Dealership business hours,,1,1,2,Non-Networked,GPS,33.753917,-78.965658,2020-06-09 0:00:00,47086,2012-01-31 0:00:00,CHADEMO J1772,CAR_DEALER,Free
121,Hudson Nissan,7331 Rivers Ave,North Charleston,SC,29406,843-553-1000,Public - Call ahead,Dealership business hours,,1,,1,Non-Networked,200-9,32.934522,-80.039343,2020-06-09 0:00:00,47088,2012-01-31 0:00:00,J1772,CAR_DEALER,Free
122,Orangeburg Nissan,2827 Saint Matthews Rd NE,Orangeburg,SC,29118,803-534-5251,Public - Call ahead,Dealership business hours,,1,,1,Non-Networked,GPS,33.538342,-80.834906,2020-06-09 0:00:00,47090,2012-01-31 0:00:00,J1772,CAR_DEALER,Free
123,Coastal Nissan,8519 Ocean Hwy,Pawleys Island,SC,29585,843-979-3500,Public - Call ahead,Dealership business hours,,1,,1,Non-Networked,GPS,33.426264,-79.157814,2020-06-09 0:00:00,47092,2012-01-31 0:00:00,J1772,CAR_DEALER,Free
124,Rock Hill Nissan,550 Galleria Blvd,Rock Hill,SC,29730,803-366-8171,Public - Call ahead,Dealership business hours,,1,,1,Non-Networked,200-8,34.945197,-80.969333,2020-06-09 0:00:00,47094,2012-01-31 0:00:00,J1772,CAR_DEALER,Free
125,Benson Nissan,1100 N Pine St,Spartanburg,SC,29303,864-585-3611,Public - Call ahead,Dealership business hours,,1,,1,Non-Networked,200-9,34.971931,-81.936956,2020-06-09 0:00:00,47096,2012-01-31 0:00:00,J1772,CAR_DEALER,Free
126,Nissan of Sumter,1260 Broad St,Sumter,SC,29150,803-469-3424,Public - Call ahead,Dealership business hours,,1,,1,Non-Networked,200-9,33.956113,-80.385874,2020-06-09 0:00:00,47098,2012-01-31 0:00:00,J1772,CAR_DEALER,Free
127,East Charlotte Nissan,6901 E Independence Blvd,Charlotte,NC,28227,704-535-4012,Public - Call ahead,Dealership business hours,,1,,1,Non-Networked,200-9,35.167774,-80.742259,2020-06-09 0:00:00,47117,2012-01-31 0:00:00,J1772,CAR_DEALER,Free
128,Scott Clark Nissan,9215 S Blvd,Charlotte,NC,28273,704-552-9191,Public - Call ahead,Dealership business hours,,1,,1,Non-Networked,GPS,35.111292,-80.881867,2020-06-09 0:00:00,47119,2012-01-31 0:00:00,J1772,CAR_DEALER,Free
129,Haywood Community College,185 Freedlander Dr,Clyde,NC,28721,828-627-2821,Public,24 hours daily,,1,,1,Non-Networked,GPS,35.525966,-82.927696,2019-10-04 0:00:00,47121,2012-01-03 0:00:00,J1772,COLLEGE_CAMPUS,Free
130,Modern Nissan - Lake Norman,18615 Statesville Rd,Cornelius,NC,28031,704-237-5100,Public - Call ahead,Dealership business hours,,1,1,2,Non-Networked,200-8,35.467117,-80.872205,2020-06-09 0:00:00,47123,2012-01-31 0:00:00,CHADEMO J1772,CAR_DEALER,Free
131,Durham County - Human Services Building Lot,414 E Main St,Durham,NC,27701,919-560-7999,Public,24 hours daily,,2,,2,Non-Networked,GPS,35.99112,-78.895,2019-10-04 0:00:00,47125,2012-03-01 0:00:00,J1772,MUNI_GOV,Free
132,Durham County - Justice Center Parking Deck,247 S Magnum St,Durham,NC,27701,919-560-7999,Public,24 hours daily,,4,,4,Non-Networked,GPS,35.99289,-78.9014,2019-10-04 0:00:00,47126,2012-03-01 0:00:00,J1772,MUNI_GOV,Free
133,Durham County - North Regional Library,221 Milton Rd,Durham,NC,27712,919-560-7999,Public,24 hours daily,,2,,2,Non-Networked,GPS,36.08785,-78.9135,2019-10-04 0:00:00,47128,2012-03-01 0:00:00,J1772,LIBRARY,Free
134,Durham County - South Regional Library,4505 S Alston Ave,Durham,NC,27713,919-560-7999,Public,24 hours daily,,2,,2,Non-Networked,GPS,35.90237,-78.8883,2019-10-04 0:00:00,47129,2012-03-01 0:00:00,J1772,LIBRARY,Free
135,Nissan of Elizabeth City,1712 N Rd St,Elizabeth City,NC,27909,252-338-5161,Public - Call ahead,Dealership business hours,,1,,1,Non-Networked,GPS,36.339936,-76.244936,2020-06-09 0:00:00,47130,2012-01-31 0:00:00,J1772,CAR_DEALER,Free
136,Asheboro Nissan,1635 E Dixie Dr,Asheboro,NC,27203,,Public - Call ahead,Dealership business hours; contact 336-625-2500 for more information,,2,,2,Non-Networked,GPS,35.70458,-79.781748,2020-06-09 0:00:00,47184,2012-01-31 0:00:00,J1772,CAR_DEALER,Free
137,Anderson Nissan,629 Brevard Rd,Asheville,NC,28806,828-252-0000,Public - Call ahead,Dealership business hours,,1,,1,Non-Networked,200-9,35.547866,-82.599474,2020-06-09 0:00:00,47186,2012-01-31 0:00:00,J1772,CAR_DEALER,Free
138,Black Mountain Public Safety Building,102 Montreat Rd,Black Mountain,NC,28711,828-419-9350,Public,24 hours daily,,1,,1,Non-Networked,GPS,35.619218,-82.320192,2019-10-04 0:00:00,47189,2011-12-15 0:00:00,J1772,MUNI_GOV,Free
139,AutoStar Nissan - Boone,135 Innovation Dr,Boone,NC,28607,828-264-7726,Public - Call ahead,Dealership business hours,,1,,1,Non-Networked,GPS,36.222243,-81.635571,2020-06-09 0:00:00,47190,2012-01-31 0:00:00,J1772,CAR_DEALER,Free
140,Leith Nissan,2100 Auto Park Blvd,Cary,NC,27511,919-589-0029,Public - Call ahead,Dealership business hours,,1,1,2,Non-Networked,GPS,35.7390019,-78.8138134,2020-06-09 0:00:00,47192,2012-01-31 0:00:00,CHADEMO J1772,CAR_DEALER,Free
141,Aiken Electric Co-op,2790 Wagener Rd,Aiken,SC,29801,803-649-6245,Public,8am-6pm M-F,,1,,1,Non-Networked,GPS,33.547058,-81.6535,2019-07-09 0:00:00,47233,2018-01-01 0:00:00,J1772,COOP,Free
142,Orange County - Robert and Pearl Seymour Center,2551 Homestead Rd,Chapel Hill,NC,27516,919-245-2625,Public,24 hours daily,,4,,4,ChargePoint Network,200-9,35.950629,-79.063354,2020-06-09 0:00:00,47332,2012-05-25 0:00:00,J1772,MUNI_GOV,Free
143,Orange County - Skills Development Center,503 W Franklin St,Chapel Hill,NC,27516,919-245-2625,Public,24 hours daily,,4,,4,Non-Networked,200-9,35.909907,-79.06344,2020-06-09 0:00:00,47333,2012-05-25 0:00:00,J1772,MUNI_GOV,Free
144,Orange County - Durham Technical Community College Park & Ride Lot,525 College Park Dr,Hillsborough,NC,27278,919-245-2625,Public,24 hours daily,,6,,6,Non-Networked,200-9,36.04236,-79.09323,2020-06-09 0:00:00,47334,2012-05-25 0:00:00,J1772,PARKING_LOT,Free
145,Umstead Hotel and Spa,100 Woodland Pond Dr,Cary,NC,27513,919-447-4000,Public,24 hours daily; for guest use only,,1,,1,Non-Networked,GPS,35.82973,-78.7646,2019-10-04 0:00:00,47718,2012-02-01 0:00:00,J1772,HOTEL,Free
146,Mayfair Town Center,900 Town Center Dr,Wilmington,NC,28405,910-256-5131,Public,Shopping center hours,,2,,2,Non-Networked,GPS,34.24358,-77.8315,2019-10-04 0:00:00,47720,2012-04-12 0:00:00,J1772,SHOPPING_CENTER,Free
147,Fields Auto Group,255 Smokey Park Hwy,Asheville,NC,28806,828-667-5213,Public - Call ahead,Dealership business hours,,1,,1,Non-Networked,GPS,35.562735,-82.63133,2019-12-12 0:00:00,48042,2019-11-06 0:00:00,J1772,CAR_DEALER,Free
148,Cherokee Welcome Center,498 Tsali Blvd,Cherokee,NC,28719,800-438-1601,Public,24 hours daily,,2,,2,Non-Networked,GPS,35.483554,-83.31624,2019-12-12 0:00:00,48044,2012-07-05 0:00:00,J1772,TRAVEL_CENTER,Free
149,Boyd Automotive,1875 Spartanburg Hwy,Hendersonville,NC,28792,828-693-3461,Public - Call ahead,Dealership business hours,,1,,1,Non-Networked,200-9,35.294913,-82.432913,2019-10-04 0:00:00,48045,2011-08-31 0:00:00,J1772,CAR_DEALER,Free
150,Blue Ridge Electric Co-op,2328 Sandifer Blvd,Westminster,SC,29693,864-647-2005,Public,24 hours daily,,1,,1,Non-Networked,200-8,34.664789,-83.041787,2019-07-09 0:00:00,48585,2012-05-30 0:00:00,J1772,COOP,Free
151,York Electric Co-op,1385 Alexander Love Hwy,York,SC,29745,803-684-4248,Public,24 hours daily,,1,,1,Non-Networked,200-9,34.988393,-81.204259,2019-07-09 0:00:00,48586,2012-05-30 0:00:00,J1772,COOP,Free
152,University of South Carolina - Senate Street Garage,1025 Henderson St,Columbia,SC,29201,803-777-0169,Public,24 hours daily,,1,,1,Non-Networked,200-9,34.001648,-81.02549,2019-12-12 0:00:00,48587,2012-05-30 0:00:00,J1772,COLLEGE_CAMPUS,Free
153,Marlboro Electric Co-op,676 Highway 9E,Bennettsville,SC,29512,843-479-3855,Public,8am-5pm M-F; for customer use only,,1,,1,Non-Networked,GPS,34.5963512,-79.64167686,2019-07-09 0:00:00,48630,2012-05-30 0:00:00,J1772,COOP,Free
154,South Carolina Electric Co-op,808 Knox Abbott Dr,Cayce,SC,29033,803-796-6060,Public,24 hours daily,,1,,1,Non-Networked,200-9,33.982717,-81.062436,2019-12-12 0:00:00,48631,2012-05-30 0:00:00,J1772,COOP,Free
155,University of South Carolina - Bull Street Garage,611 Bull St,Columbia,SC,29201,803-777-0169,Public,24 hours daily,,1,,1,Non-Networked,GPS,33.995092,-81.025669,2019-12-12 0:00:00,48634,2012-05-30 0:00:00,J1772,COLLEGE_CAMPUS,Free
156,Innovista Discovery Garage,821 Park St,Columbia,SC,29201,803-777-5341,Public,24 hours daily,,1,,1,Non-Networked,200-8,33.995532,-81.034805,2019-12-12 0:00:00,48635,2012-05-30 0:00:00,J1772,PAY_GARAGE,Free
157,University of South Carolina - Horizon Garage,519 Main St,Columbia,SC,29201,803-777-5341,Public,24 hours daily,,1,,1,Non-Networked,200-8,33.992388,-81.029594,2019-12-12 0:00:00,48636,2012-05-30 0:00:00,J1772,PAY_GARAGE,Free
158,University of South Carolina - Sumter Street Garage,501 Sumter St,Columbia,SC,29201,803-777-0169,Public,24 hours daily,,1,,1,Non-Networked,200-8,33.992298,-81.027736,2019-12-12 0:00:00,48638,2012-05-30 0:00:00,J1772,COLLEGE_CAMPUS,Free
159,Westin Hilton Head Resort and Spa,2 Grasslawn Ave,Hilton Head,SC,29928,843-681-4000,Public,24 hours daily; for guest use only; see front desk for access,,2,,2,Non-Networked,GPS,32.208679,-80.680786,2020-06-09 0:00:00,48639,2012-05-30 0:00:00,J1772,HOTEL,Free
160,Ocean Lakes Family Campground,6001 S Kings Hwy,Myrtle Beach,SC,29575,843-238-5636,Public,8am-6pm daily; must obtain visitor pass from the main office,1,1,,2,Non-Networked,200-9,33.631596,-78.958897,2019-07-09 0:00:00,48640,2011-07-21 0:00:00,J1772 NEMA1450,CAMPGROUND,$10 per session
161,Lynches River Electric Co-op,1104 W McGregor St,Pageland,SC,29728,843-672-6111,Public,24 hours daily,,1,,1,Non-Networked,200-9,34.769584,-80.407834,2019-07-09 0:00:00,48641,2012-05-30 0:00:00,J1772,COOP,Free
162,Spartanburg Downtown Airport,500 Ammons Rd,Spartanburg,SC,29306,864-574-8552,Public,24 hours daily,,2,,2,Non-Networked,GPS,34.919272,-81.95753,2019-07-09 0:00:00,48643,2012-05-30 0:00:00,J1772,AIRPORT,Free
163,Asheville Chevrolet,205 Smoky Park Hwy,Asheville,NC,28806,866-688-1210,Public - Call ahead,Dealership business hours; for Chevy use only,,1,,1,Non-Networked,GPS,35.563115,-82.630535,2019-10-04 0:00:00,48678,2012-06-15 0:00:00,J1772,CAR_DEALER,
164,Blue Ridge Community College - Spearman Building,2 E Campus Dr,Flat Rock,NC,28731,828-694-1700,Public,24 hours daily,,1,,1,Non-Networked,GPS,35.306506,-82.421425,2019-10-04 0:00:00,48682,2012-06-15 0:00:00,J1772,COLLEGE_CAMPUS,Free
165,Hilton Garden Inn - Florence,2671 Hospitality Blvd,Florence,SC,29501,843-432-3001,Public,24 hours daily; guest use only,,2,,2,Non-Networked,GPS,34.186977,-79.83634,2020-06-09 0:00:00,49714,2012-10-24 0:00:00,J1772,HOTEL,Free
166,City of Hartsville - 5th Street Parking Lot,126 N 5th St,Hartsville,SC,29550,843-383-3007  843-383-3015,Public,24 hours daily,,2,,2,Non-Networked,GPS,34.373819,-80.07357,2019-07-09 0:00:00,49715,2012-10-24 0:00:00,J1772,PARKING_LOT,Free
167,Town of Cary - Town Hall,101 Wilkinson Ave,Cary,NC,27513,919-469-4000,Public,24 hours daily,,2,,2,Non-Networked,GPS,35.790599,-78.780497,2019-10-04 0:00:00,49873,2012-05-26 0:00:00,J1772,MUNI_GOV,Free
168,Nissan of Clinton,412 Southeast Blvd,Clinton,NC,28328,910-590-2005,Public - Call ahead,Dealership business hours,,1,,1,Non-Networked,GPS,34.999456,-78.309597,2020-06-09 0:00:00,49874,2012-10-25 0:00:00,J1772,CAR_DEALER,Free
169,Rex Hospital,4420 Lake Boone Trail,Raleigh,NC,27607,919-784-3018,Public,24 hours daily,,3,,3,EV Connect,200-8,35.815458,-78.705032,2020-04-08 0:00:00,49878,2012-08-27 0:00:00,J1772,HOSPITAL,Free
170,Wake Technical Community College,9101 Fayetteville Rd,Raleigh,NC,27603,919-866-5000,Public,24 hours daily,,3,,3,Non-Networked,GPS,35.650348,-78.70739,2019-10-04 0:00:00,49881,2012-08-27 0:00:00,J1772,COLLEGE_CAMPUS,Free
171,Town of Southern Pines - Library,170 W Connecticut Ave,Southern Pines,NC,28387,910-692-8235,Public,24 hours daily,,2,,2,Non-Networked,200-9,35.176173,-79.390553,2019-10-04 0:00:00,49882,2012-10-09 0:00:00,J1772,LIBRARY,Free
172,City of Wilmington - Market Street Parking Deck,115 Market St,Wilmington,NC,28401,910-762-5678,Public,24 hours daily,,2,,2,Non-Networked,200-9,34.235678,-77.948353,2019-10-04 0:00:00,49883,2012-05-31 0:00:00,J1772,PAY_GARAGE,Free
173,Tidal Creek Co-op Food Market,5329 Oleander Dr,Wilmington,NC,28403,910-799-2667,Public,24 hours daily,,1,,1,Non-Networked,200-9,34.209021,-77.860838,2019-10-04 0:00:00,49884,2012-12-21 0:00:00,J1772,COOP,Free
174,Buncombe County - Health and Human Services,40 Coxe Ave,Asheville,NC,28801,828-250-4976,Public,24 hours daily; pay lot; maximum session time of 4 hours,,4,,4,Non-Networked,GPS,35.593656,-82.555258,2019-04-08 0:00:00,50172,2018-02-01 0:00:00,J1772,PAY_GARAGE,Free
175,Orange County - West Campus Office Building,131 W Margaret Ln,Hillsborough,NC,27278,919-245-2625,Public,24 hours daily,,2,,2,Non-Networked,200-9,36.073889,-79.100586,2020-06-09 0:00:00,50393,2012-07-01 0:00:00,J1772,MUNI_GOV,Free
176,PROTERRA,1 Whitlee Ct,Greenville,SC,29607,888-758-4389,Public,24 hours daily,,4,,4,ChargePoint Network,200-9,34.804194,-82.348108,2020-06-17 0:00:00,50404,,J1772,,Free
177,Central Parking - Fifth Third Center,201 N Tryon St,Charlotte,NC,28202,704-358-8076,Public,Garage business hours; pay lot,,2,,2,Non-Networked,200-9,35.228923,-80.841769,2019-10-04 0:00:00,50690,2011-12-31 0:00:00,J1772,PAY_GARAGE,Free
178,Levine Properties,325 E 9th St,Charlotte,NC,28202,704-688-3333,Public,24 hours daily,,2,,2,Non-Networked,200-9,35.228706,-80.834507,2019-12-12 0:00:00,50691,2012-11-30 0:00:00,J1772,PAY_LOT,Free
179,Secure Parking - BAC Parking Deck,150 N College St,Charlotte,NC,28202,704-331-0055,Public,Garage business hours; pay lot,,2,,2,Non-Networked,200-9,35.226655,-80.840749,2019-06-06 0:00:00,50692,2011-12-31 0:00:00,J1772,PAY_GARAGE,Free
180,Secure Parking - Hearst Tower Deck,214 N Tryon St,Charlotte,NC,28202,704-333-4011,Public,Garage business hours; pay lot,,2,,2,Non-Networked,200-9,35.227616,-80.84119,2019-10-04 0:00:00,50693,2011-12-31 0:00:00,J1772,PAY_GARAGE,Free
181,McCurry Deck Chevrolet,178 Watkins Dr,Forest City,NC,28043,828-395-1199,Public - Call ahead,Dealership business hours,,1,,1,Non-Networked,200-9,35.312853,-81.878889,2019-02-06 0:00:00,50696,2012-06-30 0:00:00,J1772,CAR_DEALER,
182,Gastonia Conference Center,145 Dr MLK Jr Way,Gastonia,NC,28052,704-869-1948,Public,24 hours daily,,1,,1,Non-Networked,GPS,35.262936,-81.182459,2019-10-04 0:00:00,50698,2013-08-01 0:00:00,J1772,CONVENTION_CENTER,Free
183,Town of Cary - Cary Arts Center,101 Dry Ave,Cary,NC,27511,919-469-4090,Public,24 hours daily,,2,,2,Non-Networked,200-9,35.782702,-78.781262,2019-10-04 0:00:00,51670,2013-04-01 0:00:00,J1772,OTHER_ENTERTAINMENT,Free
184,West Regional Library,4000 Louis Stephens Dr,Cary,NC,27519,919-463-8500,Public,24 hours daily,,2,,2,Non-Networked,GPS,35.815061,-78.864062,2019-10-04 0:00:00,52057,2013-06-30 0:00:00,J1772,LIBRARY,Free
185,East Regional Library,946 Steeple Square Rd,Knightdale,NC,27545,919-217-5300,Public,24 hours daily,,2,,2,Non-Networked,200-8,35.802473,-78.487298,2019-10-04 0:00:00,52058,2013-06-30 0:00:00,J1772,LIBRARY,Free
186,Woodlawn Funeral Home,375 Woodlawn Ave,Mt. Holly,NC,28120,704-820-0608,Public - Call ahead,24 hours daily,,1,,1,Non-Networked,GPS,35.3041747,-81.0210277,2019-10-04 0:00:00,52376,2013-07-01 0:00:00,J1772,STANDALONE_STATION,Free
187,Capital Ford,4900 Capital Blvd,Raleigh,NC,27616,877-660-1721,Public - Call ahead,Dealership business hours,,1,,1,Non-Networked,200-9,35.853054,-78.579543,2019-02-06 0:00:00,52377,2013-04-01 0:00:00,J1772,CAR_DEALER,Free
188,Capital Ford,2807 Millbrook Rd,Raleigh,NC,27616,877-659-2496,Public - Call ahead,Dealership business hours,,1,,1,Non-Networked,200-8,35.862553,-78.696855,2019-02-06 0:00:00,52378,2013-04-01 0:00:00,J1772,CAR_DEALER,Free
189,"CHARLOTTE, NC",1105 Otts St,Charlotte,NC,28205,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.2253801,-80.8221338,2020-06-17 0:00:00,52800,,J1772,,Free
190,UNC,Paul Green Dr,Chapel Hill,NC,27514,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.9114865,-79.0452047,2020-06-17 0:00:00,53105,,J1772,,$0.75 per hour
191,GEORGETOWN CITY,107-131 Orange St,Georgetown,SC,29440,888-758-4389,Public,24 hours daily,,1,,1,ChargePoint Network,GPS,33.3681656,-79.284353,2020-06-17 0:00:00,53467,,J1772,,Free
192,CrossRoads Ford,2333 Walnut St,Cary,NC,27511,877-830-1251,Public - Call ahead,Dealership business hours,,1,,1,Non-Networked,200-9,35.753616,-78.739497,2019-10-04 0:00:00,53884,2013-05-01 0:00:00,J1772,CAR_DEALER,Free
193,Mooresville Ford,151 E Plaza Dr,Mooresville,NC,28115,704-664-1300,Public,24 hours daily,,1,,1,Non-Networked,200-9,35.589615,-80.834215,2019-10-04 0:00:00,53885,2013-04-01 0:00:00,J1772,CAR_DEALER,Free
194,Steak 'n Shake,11 Bett Stroud Rd,Weaverville,NC,28787,828-645-0126,Public,24 hours daily,,2,,2,Non-Networked,GPS,35.7027,-82.5758,2019-12-12 0:00:00,53887,2013-11-01 0:00:00,J1772,RESTAURANT,Free
